ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map001_EV046_Page5_25_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV052_Page1_0_ShowText,"จะไปไหน? \\.\\.
หยิบกล่องแล้วขึ้นไปข้างบนกัน!","""Wo willst du hin? \\.\\.
Schnapp dir die Kiste, damit wir nach oben gehen können!""","¿Adónde vas? \\.\\.
¡Coge la caja para que podamos subir!",Où tu vas ? \\.\\.Monte le matériel à l’étage !,"Ma dove vai? 
Raccogli il case o non possiamo salire!","""어디로 가는 거야? \\.\\.
상자 챙겨서 얼른 올라가야지!""","""Dokąd się wybierasz? \\.\\.
Zabieraj pudło i zasuwaj na górę!""","""Onde você vai? \\.\\.
Pegue a caixa para podermos subir!""","Куда собрался? \\.\\.
Возьми коробку, мы отправляемся наверх!","""Kam sa trepeš? \\.\\.
Zober tú škatuľu, nech môžeme ísť hore!""","""Nereye gidiyorsun? \\.\\.
Çantayı al da üst kata çıkalım!""","“你要去哪儿？ \\.\\.
  拿上箱子，然后我们上楼！”","Куди ти йдеш? \\.\\.
Бери коробку та ходімо нагору!","ちょっと、どこ行くつもり？\\.\\.
２階に上がるから、早く機材を運んで。"
Map001_EV052_Page1_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV052_Page2_0_ShowText,"คนไข้รออยู่ข้างบน \\.
อย่าเสียเวลาเลยดีกว่า ]","[ . . . Der Patient wartet oben, \\.
wir verschwenden besser keine Zeit. ]","[ . . . El paciente está esperando arriba, \\.
más vale no perder tiempo. ]","[... Le patient attend à l’étage.\\.
Ne perdons pas de temps.]","[ . . . Il paziente ci attende al piano di sopra, 
meglio non sprecare tempo. ]","[ . . . 환자가 위층에서 기다리고 있어, \\.
시간낭비하는 건 안 좋겠지. ]","[ . . . Pacjent czeka na górze, \\.
lepiej nie tracić czasu. ]","[ . . . O paciente está esperando lá em cima, \\.
é melhor não desperdiçar tempo. ]","[ . . . Пациент ждёт нас наверху, \\.
лучше не терять время попусту. ]","[ . . . Pacient čaká hore, \\.
radšej nestrácajme čas. ]","[ . . . Hasta yukarıda bekliyor, \\.
vakit kaybetmesek iyi olacak. ]","［ ……病人在楼上等着呢，
  \\.最好别浪费时间。］","[ …Пацієнт чекає нагорі, \\.
краще не гаяти часу. ]","（クライアントが２階で待ってる…
\\.\\.すぐに行ったほうがいいわね）"
Map001_EV052_Page2_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV053_Page1_0_ShowText,ได้รับ \\oi[30].,\\c[6]\\oi[30]\\c[0] erhalten.,Has cogido \\oi[30],\\oi[30] reçu. ,Hai ottenuto \\oi[30]. ,\\oi[30]를 입수했다. ,Otrzymano \\oi[30]. ,Pegou o \\oi[30]. ,Получено \\oi[30]. ,Získavaš \\oi[30]. ,Alındı \\oi[30]. ,获得\\oi[30]。 ,Отримано \\oi[30].,\\oi[30]を入手 
Map001_EV053_Page1_1_ShowText,เอาล่ะ \\.\\.ขึ้นไปข้างบนกันเถอะ ก่อนที่ฉันจะทำหล่น,"""Okay, \\.\\.ab nach oben, bevor ich dieses Ding noch fallen lasse.""","De acuerdo, \\.\\.vamos arriba antes de que se me caiga esto.","OK, \\.\\.allons en haut avant que je le fasse tomber.","Okay, dirigiamoci al piano di sopra prima che mi sfugga di mano.","""좋아, \\.\\.내가 이걸 떨어뜨리기 전에 얼른 올라가자고.""","""Dobra, \\.\\.chodźmy, zanim mi to wypadnie.""","""Beleza, \\.\\.vamos subir antes que eu derrube isto.""","Ладно, \\.\\.давай уже поднимемся на второй этаж, пока я это не уронил.","Dobre, \\.\\.pohnime sa už, skôr než to pustím na nohu.","Pekala, \\.\\.ben bunu fırlatmadan önce üst kata çıkalım.",“好吧，\\.\\.在我扔了这玩意儿之前，赶紧上楼吧。”,"Гаразд, \\.\\.ходімо нагору, доки я не впустив це.",重っ…！\\.\\.早く…２階へ…
Map001_EV053_Page1_1_ShowText_NameBox,Dr. Watts,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map001_EV055_Page1_0_ShowText,ถ้ามีอะไรที่คุณอยากจะถาม \\.ให้ฉันนั่งลงก่อนเถอะ,"""Wenn Sie irgendwelche Fragen haben,
erlauben Sie,\\. dass ich mich erst setze.""","Si quieren hacer alguna pregunta, por favor,
\\. dejen que me siente antes.","Si vous avez quelque chose à me demander,
\\.laissez-moi d’abord m’asseoir.","Se ha da chiedere. . . mi faccia
prima sedere, per favore.","""물어보실 게 있으시면, 
\\. 우선 앉게 해주시겠어요?""","""Jeśli chce pani mnie o coś zapytać,\\. 
niech pani pozwoli, że najpierw usiądę.""","""Quer me perguntar sobre alguma 
coisa?\\. Só preciso me sentar primeiro.""","Если вы что-то хотите спросить,\\. 
позвольте, я для начала присяду.","""Ak je niečo, čo by ste sa chceli spýtať 
,\\. dovoľte mi najprv si sadnúť.""","""Eğer soracağınız bir şeyler varsa 
öncelikle oturmama izin verin.""","“您要是想问点儿什么，
  \\.容我先坐下。”","Якщо ви хочете щось запитати, 
\\.дозвольте мені спершу присісти.","私にご用でしょうか？\\.\\.立ち話も
なんですから、座って伺いますね。"
Map001_EV055_Page1_0_ShowText_NameBox,Lily,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV055_Page1_1_ShowText,"สองคนนั้นไม่ควรจะดึกขนาดนั้น . . .
\\.\\.. . . แต่ฉันน่าจะดูแลพวกเขาให้ดีกว่านี้","""Die Kinder sollten doch zeitig ins Bett gehen. . .
\\.\\.. . . Ich hätte nach ihnen sehen müssen.""","Esos dos no deberían haberse quedado despiertos hasta tan tarde. . .
\\.\\.. . . Pero tendría que haberlos tenido vigilados.","Ces deux-là n’auraient pas dû veiller si tard...
\\.\\.... J’aurais dû les surveiller.","Avrei dovuto prestare attenzione a quei due discoli.
. . . Sono rimasti svegli fino a tardi.","""아이들, 너무 늦게 자면 안 되는데. . .
\\.\\.. . . 제가 봐주어야 할텐데요.""","""Nie powinni siedzieć do tak późna. . .
\\.\\.. . . Ale to moja wina, że ich nie przypilnowałam.""","""Esses dois deviam ter dormido mais cedo. . .
\\.\\.. . . E eu devia ter cuidado deles.""","Дети не должны были ложиться так поздно. . .
\\.\\.. . . Но это всё я не доглядела.","""Tí dvaja by nemali ostať tak dlho hore. . .
\\.\\.. . . Mala by som na nich dávať pozor.""","""O ikisi bu saate kadar ayakta kalmamalıydı. . .
\\.\\.. . . Ve onlara göz kulak olmalıydım.""","“那两个小家伙不该那么晚才睡的……\\.\\.
  ……不过也怪我没看好他们。”","Ці двоє не повинні були засиджуватися допізна… 
\\.\\.…Але це ж я повинна була наглядати за ними.","あの子たち、昨日はずいぶん
夜更かししてしまって…\\.\\.
私もバタバタしていたものですから。"
Map001_EV055_Page1_1_ShowText_NameBox,Lily,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV055_Page1_2_ShowText,ก็ \\.\\.มันไม่ใช่เรื่องที่เจอทุกวันหรอก,"""Nun ja, \\.\\.es sind aber auch
keine alltäglichen Umstände.""","Bueno, \\.\\.no es una circunstancia frecuente.","Eh bien, \\.\\.ce n’est pas vraiment
un jour comme les autres.","Be', le circostanze sono eccezionali.","""뭐, \\.\\.매일 그렇진 않겠죠.""","""Cóż, \\.\\.okoliczności nie są zwyczajne.""","""Bem, \\.\\.não foi um dia qualquer.""","Что ж, \\.\\.обстоятельства не из ряда повседневных.","Zase, \\.\\.nie sú to okolnosti, ktoré by sa opakovali.","Şey, \\.\\. ama bu her gün olacak bir şey değil.",“算了吧，\\.\\.这次情况特殊。”,"Ну, \\.\\.таке не кожного дня буває.","突然のことでしたから…
\\.\\.無理もありません。"
Map001_EV055_Page1_2_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV055_Page1_3_ShowText,"ฉันรู้ \\.\\.แต่ \\.. \\..\\. ฉันแค่เหนื่อยมาก
\\.\\.ฉันแน่ใจว่าคุณเหนื่อยยิ่งกว่าฉันอีก","""Ich weiß, \\.\\.aber. \\.. \\..\\. Ich bin einfach so erschöpft.
\\.\\.Sicher geht es Ihnen genauso.""","Lo sé, \\.\\.pero. \\.. \\..\\. es que estoy tan cansada.
\\.\\.Estoy segura de que ustedes aún lo están más.","Je sais, \\.\\.mais.\\..\\..\\. je suis si fatiguée.
\\.\\.Je suis sûre que vous devez l’être encore plus.","Lo so, ma. . . sono esausta.
Credo sia lo stesso per voi due.","""그렇겠죠, \\.\\.그래도. \\.. \\..\\. 오늘 너무 지쳤어요.
\\.\\.박사님들께서는 저보다 더 지치셨겠죠.""","""Wiem, \\.\\.ale. \\.. \\..\\. Po prostu jestem wykończona.
\\.\\.A wy pewnie jeszcze bardziej.""","""Eu sei, \\.\\.mas. \\.. \\..\\. Estou tão cansada.
\\.\\.E você deve estar mais ainda.""","Я знаю, \\.\\.но. \\.. \\..\\. Я так измотана.
\\.\\.Уверена, и вы устали не меньше.","""Ja viem, \\.\\.ale. \\.. \\..\\. som taká unavená.
\\.\\.Verím, že vy ste ešte viac.""","""Biliyorum, \\.\\.ama. \\.. \\..\\. çok yoruldum.
\\.\\.Eminim siz daha fazla yorulmuşsunuzdur.""","“我知道，\\.\\.不过……\\.\\.我真的累坏了。
  \\.\\.您肯定比我还累。”","Я знаю, \\.\\.але.\\..\\..\\. Я так виснажена.
\\.\\.А ви, впевнена, й того більше.","ええ…　\\.\\.なんだか、
どっと疲れてしまいました。\\.\\.
おふたりも、さぞお疲れでしょうね。"
Map001_EV055_Page1_3_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV055_Page1_4_ShowText,ฉันต้องนั่งก่อนจริงๆ . . . \\.\\.ถ้ามีอะไรอยากถาม \\.ให้ฉันนั่งก่อนนะ,"""Ich muss mich wirklich hinsetzen. . . \\.\\.wenn Sie mich noch
etwas fragen wollen,\\. lassen Sie mich bitte erst Platz nehmen.""","De verdad que necesito sentarme. . . \\.\\.si quieren
hacer cualquier pregunta,\\. dejenme sentarme antes.","J’ai vraiment besoin de m’asseoir... \\.\\.Si vous avez quelque
chose à me demander, \\.laissez-moi d’abord m’asseoir.","Devo sedermi. Se ha da chiedere. . . 
pazienti un istante, per cortesia.","""몸을 좀 누이고 싶네요. . . \\.\\.물어보실 
게 있으시면,\\. 우선 앉게 해주시겠어요?""","""Naprawdę muszę odpocząć. . . \\.\\.jeśli chce pani o coś
zapytać,\\. niech pani pozwoli, że najpierw usiądę.""","""Eu preciso muito me sentar. . . \\.\\.Você queria 
me perguntar sobre alguma coisa?""","Мне действительно нужно присесть. . . \\.\\.Если у вас 
есть вопросы,\\. позвольте мне сперва дойти до стула.","""Vážne sa musím posadiť. . . \\.\\.ak sa chcete
niečo pýtať,\\. dovoľte mi najprv si sadnúť.""","""Gerçekten oturmam gerek. . . \\.\\.eğer 
soracağınız şeyler varsa ,\\. öncelikle oturmama izin verin.""","“我确实得休息一会儿……\\.\\.您要是想
  问点儿什么，\\.容我先坐下。”","Мені справді потрібно перепочити… \\.\\.Якщо ви хочете 
щось запитати, \\.дозвольте мені спершу присісти.","立っているのもやっとです…\\.\\.
私にご用でしたら、立ち話もなんですから、
座って伺いますね。"
Map001_EV055_Page1_4_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_0_ShowText,"เมื่อคืนฉันควรจะดู那两个
คนนั้นไว้ . . . \\.\\.พวกเขานอนดึก","""Die beiden kann man wirklich nicht aus den Augen
lassen. . .\\.\\.Gestern waren sie auf bis in die Puppen.""","Tendría que haber vigilado a esos dos
anoche. . . \\.\\.Se quedaron despiertos hasta muy tarde.","J’aurais vraiment dû les surveiller la 
nuit dernière... \\.\\.Ils ont veillé tard.","Avrei dovuto prestare più attenzione a quei due discoli.
. . . Sono rimasti svegli fino a tardi.","""어젯 밤 아이들을 보고 있었어야 했는데. . . 
\\.\\.저 아이들 어제 늦게 잠들었어요.""","""Naprawdę powinnam była obserwować tę dwójkę ubiegłej 
nocy. . . \\.\\.Poszli spać bardzo późno.""","""Devia ter olhado os dois ontem à noite. . . \\.\\.
Eles ficaram acordados até tarde.""","Мне стоило присмотреть за ними прошлой ночью.\\.\\.
Они легли слишком поздно.","""Naozaj som na nich mala dávať v noci pozor. . . 
\\.\\.Boli dlho hore.""","""Geçen gece o ikisini mutlaka takip
etmeliydim. . . \\.\\.Yine geç yattılar.""","“昨晚我真该看好那两个小家伙的……
  \\.\\.他们睡得太晚了。”","Мені справді треба було наглянути за цими двома
минулої ночі… \\.\\.Вони засиділися допізна.","昨日は私もバタバタして…子どもたちを
すっかり夜更かしさせてしまいました。"
Map001_EV056_Page1_0_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_1_ShowText,คือ \\.\\.มันไม่ใช่เหตุการณ์ที่เกิดทุกวันหรอก,"""Nun ja, \\.\\.es sind aber auch
keine alltäglichen Umstände.""","Bueno, \\.\\.no es una circunstancia frecuente.","Eh bien, \\.\\.ce n’est pas vraiment
un jour comme les autres.","Be', la presente è una circostanza eccezionale.","""뭐, \\.\\.매일 그렇진 않겠죠.""","""Cóż, \\.\\.okoliczności nie są zwyczajne.""","""Bem, \\.\\.não foi uma noite qualquer.""","Что ж, \\.\\.обстоятельства не из ряда повседневных.","Viete, \\.\\.nie je to udalosť, ktorá by sa opakovala.","Şey, \\.\\. ama bu her gün olacak bir şey değil.",“算了吧，\\.\\.这次情况特殊。”,"Ну, \\.\\.таке не кожного дня буває.","突然のことでしたから…
\\.\\.無理もありません。"
Map001_EV056_Page1_1_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_2_ShowText,ฉันว่า. . .,"""Nein, wohl nicht. . .""",Supongo. . . ,En effet...,Immagino di sì. . .,"""그렇겠죠. . . ""","""Pewnie ma pani rację. . . ""","""Pois é. . .""",Похоже на то. . . ,Pravda. . . ,Sanırım. . . ,“说的也是……”,"Мабуть, так…",ええ…
Map001_EV056_Page1_2_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_3_ShowText,โอ้ \\.\\.มีอะไรอยากถามหรือเปล่า?,"""Oh, \\.\\.wollten Sie mich noch etwas fragen?""","Oh, \\.\\.¿quería preguntar algo?","Oh, \\.\\.vous vouliez me demander quelque chose ?","Oh, voleva chiedermi qualcosa?","""아, \\.\\.혹시 제게 물어보실 게 있나요?""","""Och, \\.\\.chciała pani o coś zapytać?""","""Ah, \\.\\.você quer conversar sobre alguma coisa?""","О, \\.\\.хотите спросить о чём-то?","Ah, \\.\\.chceli ste sa na niečo spýtať?","Ah, \\.\\.sormak istediğiniz bir şey mi vardı?",“哦，\\.\\.您是不是有事情想问我？”,"Ох, \\.\\.ви хотіли щось запитати?",何か、私にご用でしょうか？
Map001_EV056_Page1_3_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_4_DialogueChoice_0,[Lily],[Lily],[Lily],Lily,[ Lily ],[릴리에 대하여],[Lily],[Lily],[О Лили],[Lily],[Lily],[Lily],[Лiлi],[リリーのこと]
Map001_EV056_Page1_5_DialogueChoice_1,[Tommy and Sarah],[Tommy und Sarah],[Tommy y Sarah],Tommy et Sarah,[ Tommy e Sarah ],[사라와 토미에 대하여],[Tommy i Sarah],[Tommy e Sarah],[О Томми и Саре],[Tommy a Sarah],[Tommy ve Sarah],[Tommy和Sarah],[Томмі та Сара],[トミーとサラのこと]
Map001_EV056_Page1_6_DialogueChoice_2,[Future],[Zukunft],[Futuro],L’avenir,[ Piani futuri ],[미래에 대하여],[Przyszłość],[Futuro],[О будущем],[Budúcnosť],[Gelecek],[未来],[Майбутнє],[これからのこと]
Map001_EV056_Page1_7_DialogueChoice_3,ไม่มีคำถามอีกแล้ว,Keine weiteren Fragen.,No hay más preguntas.,Pas d’autres questions.,Nient'altro,더 이상 질문할 것이 없다.,To wszystko.,Nenhuma pergunta.,Нет вопросов.,Žiadne otázky.,Başka soru yok.,没有什么要问的。,Жодних питань.,聞きたいことはない
Map001_EV056_Page1_8_ShowText,ฉันคิดว่าลึกๆ แล้ว \\.\\.จอห์นนี่อยากมีครอบครัว,"""Ich glaube, tief im Herzen \\.\\.wünschte Johnny sich eine Familie.""","Creo que en el fondo, \\.\\.Johnny quería una familia.","Je pense que Johnny aurait vraiment
voulu avoir une famille.","Credo che, in cuor suo, Johnny desiderasse una famiglia.","""오랫동안 생각해봤지만, \\.\\.조니는 가족을 바랐던 것 같아요.""","""Myślę, że w głębi duszy \\.\\.Johnny pragnął rodziny.""","""Eu acho que, no fundo, \\.\\.Johnny queria uma família.""","Думаю, в глубине души \\.\\.Джонни хотел завести семью.","Podľa mňa hlboko vo vnútri, \\.\\.Johnny túžil po rodine.","Esasında çok düşündüm, \\.\\.Johnny de bir ailesi olsun istiyordu.",“我仔细想过了，\\.\\.Johnny需要的，是家人。”,"Я думаю, що у глибині душі \\.\\.Джонні хотів мати сім’ю.","きっと…\\.\\.ジョニーも心の奥では、
家族が欲しかったんだと思います。"
Map001_EV056_Page1_8_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_9_ShowText,"คุณรู้ไหม \\.มันค่อนข้างแปลกที่
คนอย่างคุณมาทำงานที่นี่","""Wissen Sie, \\.es ist ziemlich ungewöhnlich, dass
jemand wie Sie hier arbeitet.""","Sabe, \\.es bastante raro que alguien como usted
trabaje aquí.","Vous savez, \\.je trouve plutôt inhabituel de voir quelqu’un
comme vous travailler dans un tel endroit.","Sa, trovo insolito che qualcuno
come lei lavori in un posto simile.","""뭐라고 할까, \\.부인 같은 분이 여기서 
일하는 건 쉬운 일은 아니잖아요.""","""Muszę powiedzieć, \\.to dość niezwykłe dla kogoś 
takiego jak pani - pracować w takim miejscu.""","""Não é muito normal alguém como você 
trabalhar num lugar assim, \\.sabia?""","Знаете, \\.довольно необычно, что человек
вроде вас работает здесь.","""Viete, je dosť neobvyklé,\\. že
niekto ako vy pracuje na takomto mieste.""","""Şey, \\.sizin gibi birinin burada
çalışması oldukça tuhaf.""","“说实话，\\.您这样的人
  在这儿工作挺难得的。”","Знаєте, \\.це доволі незвично,
що хтось, як ви, працює тут.","あなたのような方が、こういうお仕事を
されるのは、珍しいですね。"
Map001_EV056_Page1_9_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_10_ShowText,มีลูกสองคนด้วยนะ \\.\\.ฉันหมายถึง,"""Ich meine,\\.\\. mit zwei Kindern und alledem.""","Con dos niños y todo eso,\\.\\. quiero decir. . .",Vous avez tout de même deux enfants.,"Considerando che è una madre di due, voglio dire.","""아이도 둘이나 있고요,\\.\\. 그런 점.""","""Z dwójką dzieci i tak dalej,\\.\\. chciałam powiedzieć.""","""Digo, \\.\\.com dois filhos e tudo mais.""","С двумя детьми и всё такое,\\.\\. я имею в виду.","S dvomi deťmi a vôbec,\\.\\. viete, čo myslím.","İki çocukla birlikte yani,\\.\\. demek istedim.",“毕竟您还带了两个孩子，\\.\\.我是说。”,"З двома дітьми і все таке, \\.\\.я маю на увазі.",お子さんが２人いらっしゃるので…
Map001_EV056_Page1_10_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_11_ShowText,"มันก็ไม่ได้แย่ขนาดนั้น \\.จริงๆนะ \\.\\.มีรถโรงเรียน 
วิ่งผ่านแถวนี้อยู่","""Ach, das geht ganz gut. \\.Wir kommen zurecht. \\.\\.
Es gibt auch einen Schulbus, er hält nicht weit von hier.""","No está tan mal, \\.de verdad. \\.\\.Hay un autobús escolar
que pasa por aquí.","Ce n’est pas si gênant. Un bus
scolaire passe près d’ici.","Non è così male, a dire il vero. Il
pullmino della scuola arriva fin quassù.","""그렇게 나쁘지만은 않아요, \\.정말요. \\.\\.스쿨 
버스가 이 근처를 지나기도 하고요.""","""Nie jest tak źle, \\.naprawdę. 
\\.\\.Nawet przejeżdża tędy szkolny autobus.""","""Não tenho do que reclamar, \\.sério. \\.\\.Tem um 
ônibus escolar que passa por perto.""","Тут не так плохо, \\.правда. \\.\\.Здесь 
даже ходит школьный автобус.","""Nie je to také zlé, \\.vážne. \\.\\.
Jazdí tadiaľto školský autobus.""","""O kadar da kötü değil, \\.gerçekten. \\.\\.Buradan 
da okul servisi geçiyor.""","“也没那么糟，\\.其实。\\.\\.
  校车正好会经过这里。”","Усе не так погано, \\.справді. \\.\\.Тут 
ходить шкільний автобус.","そんなに大変でもないんですよ。\\.\\.
ここは、スクールバスも通りますし。"
Map001_EV056_Page1_11_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_12_ShowText,แล้วคุณมาอยู่ที่นี่ได้ยังไง?,"""Was hat Sie überhaupt hierher verschlagen?""",¿Pero cómo terminó usted aquí?,Mais comment vous êtes-vous retrouvée ici ?,"Come ci è arrivata, qui?","""어쩌다가 여기서 일하게 되셨죠?""","""Ale jak właściwie tu trafiliście?""","""Mas como foi que você veio parar aqui?""",Но как вы вообще тут оказались?,Ale ako ste sa tu vôbec objavili?,Ama kendinizi nasıl bir anda burada buldunuz?,“可您一开始是怎么来到这里的？”,Але як ви взагалі потрапили сюди?,そもそも、どうしてこのお仕事を？
Map001_EV056_Page1_12_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_13_ShowText,"คือ... \\.\\.เมื่อไม่กี่ปีก่อน \\.สามี
ของฉันเสียชีวิต","""Nun. . . \\.\\.Vor einigen Jahren \\.\\.
ist mein Mann ums Leben gekommen.""","Bueno. . . \\.\\.Hace unos años, \\.mi
marido murió.","Eh bien... \\.\\.Il y a quelques années,
\\.mon mari est décédé.","Ecco. . . qualche anno fa, ho
perso mio marito.","""그러니까. . . \\.\\.몇 년 전, \\.
남편이 죽었어요.""","""Cóż. . . \\.\\.Kilka lat temu \\.\\.
odszedł mój mąż.""","""Bem. . . \\.\\.Alguns anos atrás, \\.
meu marido faleceu.""","Ну. . . \\.\\.несколько лет назад, \\.
моего мужа не стало.","""No. . . \\.\\.Pred pár rokmi, \\.
môj manžel zomrel.""","""İşte. . . \\.\\.Birkaç yıl önce, \\.kocam
hayatını kaybetti.""","“这个……\\.\\.几年前，
  \\.我丈夫去世了。”","Ну… \\.\\.Кілька років тому 
\\.помер мій чоловік.","その…\\.\\.数年前に、
\\.\\.夫を亡くしまして…"
Map001_EV056_Page1_13_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_14_ShowText,เกิดอะไรขึ้น?,"""Was ist passiert?""",¿Qué ocurrió?,Que s’est-il passé ?,Cosa gli è successo? ,"""사고였나요?""","""Co się stało?""","""O que aconteceu?""",Что произошло?,Čo sa stalo?,Ne oldu?,“发生了什么？”,Що сталося?,"そうだったんですね…
\\.\\.差し支えなければ、
何があったかお聞きしても？"
Map001_EV056_Page1_14_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_15_ShowText,"เขาเป็นทหาร... \\.\\.พวกเขาเป็น
ชุดสุดท้ายที่ถูกส่งไปประจำการต่างประเทศ","""Der Krieg. . . \\.\\.Er war in der letzten Einheit,
die nach Übersee geschickt wurde.""","Estaba en el ejército. . . \\.\\.Fueron la última tropa 
desplegada en el conflicto.","Il était dans l’armée... \\.\\.Son bataillon
était le dernier déployé à l’étranger.","Era nell'esercito. . . l'ultimo plotone
inviato all'estero.","""남편은 군인이었어요. . . \\.\\.해외로 
파병된 마지막 부대 소속이었죠.""","""Należał do armii. . . \\.\\.Byli ostatnim 
oddziałem wysłanym za morze.""","""Ele servia no exército. . . \\.\\.Ele estava no 
último grupo enviado para o exterior.""","Он был военным. . . \\.\\.Он был в последнем
отряде, который отправили на ту войну.","""Bol v armáde. . . \\.\\.
Mali byť posledným výsadkom v zámorí.""","""Askerdeydi. . . \\.\\.Denizaşırı 
konuşlandırılan son birlikteydi.""","“当时他正在服役……\\.\\.
  他们是最后一批派驻海外的部队。”","Він був військовим… \\.\\.В останній дивізії,
що базувалася закордоном.","夫は、陸軍に所属していました…
\\.\\.外地に派兵される、最後の部隊に。"
Map001_EV056_Page1_15_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_16_ShowText,เสียใจด้วยนะคะ,"""Das tut mir sehr leid.""",Lo lamento.,Désolée de l’apprendre.,Mi dispiace molto.,""". . . 유감입니다.""","""Przykro mi to słyszeć.""","""Sinto muito.""",Печально это слышать.,To ma mrzí.,Üzüldüm.,“抱歉，让您提起伤心事了。”,Прикро чути.,おつらかったでしょう。
