ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
TermsDatabase_customStrings_72,ฝ่ายตรวจสอบคุณภาพ (QA),Qualitätssicherung,Seguro de calidad,Assurance qualité,Garanzia di qualità,품질 보증,Zapewnienie jakości,Garantia de qualidade,Qualità garantita,Zabezpečenie kvality,Kalite Güvencesi,品质保证,Забезпечення якості,クオリティアシュアランス
TermsDatabase_customStrings_73,ผู้ช่วยฝ่ายประเมินเรตติ้งเกม,Rating-Mitarbeiter,Asociado de Calificaciones,Associé aux notations,Associato alle valutazioni,평가 준회원,Współpracownik ds. ocen,Associado de classificações,Associato alle notazioni,ratingový spolupracovník,Derecelendirme Uzmanı,评级助理,Співробітник з рейтингових питань,レーティングアソシエイト
TermsDatabase_customStrings_74,ผู้อำนวยการฝ่ายธุรกิจ,Geschäftsführer,Director de Negocios,Directeur commercial,Direttore aziendale,사업이사,Dyrektor Biznesowy,Diretor de Negócios,Direttore commerciale,Obchodný riaditeľ,İşletme Direktörü,业务总监,Директор з бізнесу,ビジネスディレクター
TermsDatabase_customStrings_75,ผู้อำนวยการฝ่ายการเงิน,Finanzdirektor,Director de Finanzas,Directeur Financier,Direttore finanziario,재무 이사,Dyrektor Finansowy,Diretor Financeiro,Direttore Finanziario,finančný riaditeľ,Finans Direktörü,财务总监,Фінансовий директор,ファイナンスディレクター
TermsDatabase_customStrings_76,ฝ่ายกฎหมาย,Legal,Legal,Légal,Legale,합법적인,Prawny,Jurídico,Legale,Právne,Yasal,合法的,Юридичний відділ,法務
TermsDatabase_customStrings_77,ผู้สนับสนุนเพิ่มเติม,Zusätzliche Unterstützung,Soporte adicional,Assistance supplémentaire,Supporto aggiuntivo,추가 지원,Dodatkowe wsparcie,Suporte Adicional,Assistenza supplementare,Dodatočná podpora,Ek Destek,额外支持,Додаткова підтримка,追加サポート
TermsDatabase_customStrings_78,ขอขอบคุณเป็นพิเศษ,Besonderer Dank,agradecimiento especial,Remerciements spéciaux,Un ringraziamento speciale,특별한 감사,Specjalne podziękowania,Agradecimentos especiais,Ricordi speciali,Špeciálne poďakovanie,Özel Teşekkür,特别感谢,Особлива подяка,スペシャルサンクス
TermsDatabase_customStrings_79,โหมดหน้าจอ,Bildschirmmodus,Modo de pantalla,Mode écran,Modalità schermo,화면 모드,Tryb ekranu,Modo de tela,Режим экрана,Režim obrazovky,Ekran Modu,屏幕模式,Режим екрана,スクリーンモード
TermsDatabase_customStrings_80,ความละเอียดหน้าจอ,Auflösung,Resolución,Résolution,Risoluzione,해상도,Rozdzielczość,Resolução,Разрешение,Rozlíšenie,Çözünürlük,分辨率,Роздільна здатність,解像度
TermsDatabase_customStrings_81,V-Sync,V-Sync,Sincronización vertical,VSync,V-sync,수직동기화,Synchronizacja pionowa,V-Sync,Вертикальная синхронизация,Vertikálna synchronizácia,Dikey Senkronizasyon,垂直同步,Вертикальна синхронізація,V-Sync
TermsDatabase_customStrings_82,เฟรมเรต,Bildrate,Velocidad de fotogramas,Fréquence d'images,Frame Rate,프레임 속도,Liczba klatek na sekundę,Taxa de quadros,Кадровая частота,Snímková frekvencia,Kare Hızı,帧率,Частота кадрів,フレームレート
TermsDatabase_customStrings_83,โหมดหน้าต่าง,Fenstermodus,Ventana,Fenêtré,Finestra,창 모드,Tryb okienkowy,Janela,Оконный,Oknový režim,Pencereli,窗口模式,Віконний режим,ウィンドウ
TermsDatabase_customStrings_84,เต็มจอ,Vollbild,Pantalla completa,Plein écran,Schermo intero,전체화면,Pełny ekran,Tela cheia,Полноэкранный,Celá obrazovka,Tam Ekran,全屏,Повноекранний режим,全画面
TermsDatabase_customStrings_85,สลับระหว่างโหมดเต็มจอกับโหมดหน้าต่าง,Wechsle zwischen Vollbild- und Fenstermodus,Cambie entre los modos pantalla completa y ventana,Choisis entre plein écran et mode fenêtré,Alterna tra schermo intero e finestra,전체화면 또는 창 모드로 전환한다,Przełączanie między trybem pełnoekranowym a okienkowym,Alterar entre tela cheia e modo janela,Переключение между полноэкранным и оконным режимами,Prepínanie medzi režimom celej obrazovky a oknom,Tam ekran ve pencere modu arasında geçiş yap,在全屏和窗口模式之间进行切换,Перемикання між повноекранним та віконним режимами,全画面とウィンドウモードを切り替える
TermsDatabase_customStrings_86,เปลี่ยนความละเอียดหน้าจอ,Ändere die Bildschirmauflösung,Cambia la resolución de la pantalla,Modifie la résolution de l'écran.,Modifica la risoluzione dello schermo,화면 해상도를 변경한다,Zmień rozdzielczość ekranu,Mudar a resolução da tela,Изменить разрешение экрана,Zmeniť rozlíšenie obrazovky,Ekran çözünürlüğünü değiştir,更改屏幕分辨率,Змінити роздільну здатність екрана,画面の解像度を変更する
TermsDatabase_customStrings_87,ตั้งค่าว่าจะเปิดใช้งาน V-sync หรือไม่,"Lege fest, ob V-Sync aktiviert sein soll",Cambia si se habilita la sincronización vertical,Active ou désactive la VSync,Decidi se attivare la sincronizzazione verticale,수직동기화 활성화 여부를 변경한다,"Zmień, czy synchronizacja pionowa jest włączona",Alterar habilitação do modo V-Sync,Включение и отключение вертикальной синхронизации,"Zmeniť, či je vertikálna synchronizácia povolená",V-Sync'in etkin olup olmadığını değiştir,更改是否开启垂直同步,"Змінити, чи увімкнена вертикальна синхронізація",V-Syncを切り替える
TermsDatabase_customStrings_88,ตั้งค่าเฟรมเรตเป้าหมายของเกม,Lege die Bildrate des Spiels fest,Establece la velocidad de fotogramas objetivo del juego,Définis la fréquence d'images cible du jeu,Imposta il framerate obiettivo del gioco,게임의 프레임 속도 목표치를 설정한다,Ustaw docelową liczbę klatek na sekundę gry,Define a taxa de quadros alvo do jogo,Настройка кадровой частоты,Nastaví cieľovú snímkovú frekvenciu hry,Oyunun hedef kare hızını ayarlar,设置游戏的目标帧率,Встановлює цільову частоту кадрів гри,ゲームのフレームレートを設定する
TermsDatabase_customStrings_89,ไม่จำกัด,Unbegrenzt,Sin límite,Illimité,Senza limiti,제한 없음,Bez limitu,Sem limite,Без ограничений,Bez obmedzenia,Sınırsız,不限制,Без обмежень,制限なし
TermsDatabase_customStrings_90,โปรดิวเซอร์,Produzent,Productor,Producteur,Produttore,프로듀서,Producent,Produtor,Продюсер,Producent,Yapımcı,制作人,Продюсер,プロデューサー
TermsDatabase_customStrings_91,TO THE MOON,TO THE MOON,TO THE MOON\n<size=75%>A LA LUNA</size>,TO THE MOON,TO THE MOON,TO THE MOON,TO THE MOON,TO THE MOON\n<size=75%>PARA A LUA</size>,TO THE MOON,TO THE MOON\n<size=75%>NA MESIAC</size>,TO THE MOON,TO THE MOON,TO THE MOON,TO THE MOON
TermsDatabase_elements_0,,,,,,,,,,,,,,
TermsDatabase_elements_1,ไฟ,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire,Fire
TermsDatabase_elements_2,น้ำแข็ง,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice,Ice
TermsDatabase_elements_3,สายฟ้า,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder,Thunder
TermsDatabase_elements_4,น้ำ,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
TermsDatabase_elements_5,ดิน,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth
TermsDatabase_elements_6,ลม,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
TermsDatabase_elements_7,แสง,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light,Light
TermsDatabase_elements_8,ความมืด,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness,Darkness
TermsDatabase_elements_9,แพ้ทางอันเดด,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead,vs Undead
TermsDatabase_elements_10,แพ้ทางอสรพิษ,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake,vs Snake
TermsDatabase_elements_11,แพ้ทางสัตว์น้ำ,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic,vs Aquatic
TermsDatabase_elements_12,แพ้ทางสัตว์ร้าย,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast,vs Beast
TermsDatabase_elements_13,แพ้ทางก็อบลิน,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin,vs Goblin
TermsDatabase_elements_14,แพ้ทางปักษี,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird,vs Bird
TermsDatabase_elements_15,แพ้ทางปีศาจ,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil,vs Devil
TermsDatabase_elements_16,แพ้ทางเทวทูต,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel,vs Angel
